ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,customer_acquisition_cohort,acquisition_quartile,product_prefix,deal_complexity_score_x,deal_complexity_score_y,total_sales,order_count,clv_b2b,territory_performance_index,customer_value_score,customer_tier
10212,45,53.33,5,2399.85,2004-01-16,Shipped,1,1,2004,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,16,16,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10241,21,40.25,10,845.25,2004-04-13,Shipped,2,4,2004,Classic Cars,50,S24_1628,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,10241,Recent,S2,12,12,80438.48,19,80000.12316076295,1.0,0.0427737169683917,Bronze
10266,28,48.3,1,1352.4,2004-07-06,Shipped,3,7,2004,Classic Cars,50,S24_1628,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,10176,Scale,S2,15,15,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10288,50,52.32,13,2616.0,2004-09-01,Shipped,3,9,2004,Classic Cars,50,S24_1628,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,10217,Recent,S2,14,14,115498.73,36,94734.91337078653,0.14445278660885533,0.07072781358587162,Bronze
10301,22,51.32,3,1129.04,2003-10-05,Shipped,4,10,2003,Classic Cars,50,S24_1628,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,10284,Recent,S2,11,11,79224.23,24,89803.86319875775,1.0,0.04868280040290712,Bronze
10311,45,49.3,8,2218.5,2004-10-16,Shipped,4,10,2004,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10332,20,87.96,5,1759.2,2004-11-17,Shipped,4,11,2004,Classic Cars,50,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,10110,Early,S2,18,18,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10343,27,36.21,6,977.67,2004-11-24,Shipped,4,11,2004,Classic Cars,50,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,10121,Growth,S2,6,6,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10379,32,100.0,3,3970.56,2005-02-10,Shipped,1,2,2005,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,5,5,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10420,37,60.37,13,2233.69,2005-05-29,In Process,2,5,2005,Classic Cars,50,S24_1628,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,10139,Growth,S2,13,13,151570.98,46,80882.175,0.14445278660885533,0.08967658031400969,Bronze
10106,28,88.63,4,2481.64,2003-02-17,Shipped,1,2,2003,Planes,109,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,10106,Early,S2,18,18,137955.72,48,79297.38236220472,1.0,0.08894630469124336,Bronze
10120,39,100.0,10,4651.53,2003-04-29,Shipped,2,4,2003,Planes,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,10120,Growth,S2,15,15,200995.41,55,126270.78253012049,0.14445278660885533,0.11271325808083006,Bronze
10133,41,94.1,5,3858.1,2003-06-27,Shipped,2,6,2003,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,8,8,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10210,27,98.48,9,2658.96,2004-01-12,Shipped,1,1,2004,Planes,109,S24_1785,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,10210,Recent,S2,17,17,67605.07,20,265331.72634408606,0.09121179679999217,0.048373524517489136,Bronze
10223,34,100.0,11,3608.76,2004-02-20,Shipped,1,2,2004,Planes,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,10120,Growth,S2,15,15,200995.41,55,126270.78253012049,0.14445278660885533,0.11271325808083006,Bronze
10262,34,97.38,1,3310.92,2004-06-24,Cancelled,2,6,2004,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,16,16,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10275,25,95.2,11,2380.0,2004-07-23,Shipped,3,7,2004,Planes,109,S24_1785,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,10275,Recent,S2,18,18,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10284,22,100.0,3,2310.88,2004-08-21,Shipped,3,8,2004,Planes,109,S24_1785,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,10284,Recent,S2,13,13,79224.23,24,89803.86319875775,1.0,0.04868280040290712,Bronze
10297,32,100.0,6,4061.76,2004-09-16,Shipped,3,9,2004,Planes,109,S24_1785,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,10220,Recent,S2,7,7,57756.43,16,96702.27958715596,1.0,0.03498010163810477,Bronze
10316,25,100.0,1,2872.25,2004-11-01,Shipped,4,11,2004,Planes,109,S24_1785,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,10232,Recent,S2,18,18,78240.84,26,125805.75594713655,1.0,0.052193137398217876,Bronze
10328,47,87.54,14,4114.38,2004-11-12,Shipped,4,11,2004,Planes,109,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,10106,Early,S2,14,14,137955.72,48,79297.38236220472,1.0,0.08894630469124336,Bronze
10339,21,50.65,7,1063.65,2004-11-23,Shipped,4,11,2004,Planes,109,S24_1785,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,10258,Recent,S2,16,16,120562.74,32,141042.94903846155,0.09121179679999217,0.06901754192631648,Bronze
10374,46,94.1,3,4328.6,2005-02-02,Shipped,1,2,2005,Planes,109,S24_1785,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,10152,Scale,S2,6,6,59469.12,15,43674.504627766604,0.14445278660885533,0.032121457634630854,Bronze
10386,33,41.71,11,1376.43,2005-03-01,Resolved,1,3,2005,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,18,18,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10398,43,100.0,16,5552.16,2005-03-30,Shipped,1,3,2005,Planes,109,S24_1785,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,10121,Growth,S2,18,18,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10416,47,88.63,6,4165.61,2005-05-10,Shipped,2,5,2005,Planes,109,S24_1785,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,10176,Scale,S2,14,14,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10101,45,31.2,3,1404.0,2003-01-09,Shipped,1,1,2003,Vintage Cars,33,S24_1937,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,10101,Early,S2,4,4,85171.59,22,46608.14145427286,1.0,0.04597909459062931,Bronze
10110,20,35.51,3,710.2,2003-03-18,Shipped,1,3,2003,Vintage Cars,33,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,10110,Early,S2,16,16,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10173,31,31.53,9,977.43,2003-11-05,Shipped,4,11,2003,Vintage Cars,33,S24_1937,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,10106,Early,S2,16,16,137955.72,48,79297.38236220472,1.0,0.08894630469124336,Bronze
10193,26,29.21,10,759.46,2003-11-21,Shipped,4,11,2003,Vintage Cars,33,S24_1937,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,10193,Scale,S2,16,16,64591.46,23,43984.856156716414,0.14445278660885533,0.042522973876149284,Bronze
10205,32,37.17,5,1189.44,2003-12-03,Shipped,4,12,2003,Vintage Cars,33,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,5,5,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10214,20,34.19,3,683.8,2004-01-26,Shipped,1,1,2004,Vintage Cars,33,S24_1937,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,10126,Growth,S2,7,7,120615.28,32,84016.36870229007,1.0,0.0667967122594898,Bronze
10227,42,29.21,6,1226.82,2004-03-02,Shipped,1,3,2004,Vintage Cars,33,S24_1937,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,10194,Scale,S2,15,15,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
10280,20,28.88,12,577.6,2004-08-17,Shipped,3,8,2004,Vintage Cars,33,S24_1937,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,10280,Recent,S2,17,17,94117.26,26,1431366.6624999999,1.0,0.10678083828361203,Bronze
10288,29,38.17,1,1106.93,2004-09-01,Shipped,3,9,2004,Vintage Cars,33,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,10217,Recent,S2,14,14,115498.73,36,94734.91337078653,0.14445278660885533,0.07072781358587162,Bronze
10304,23,30.2,16,694.6,2004-10-11,Shipped,4,10,2004,Vintage Cars,33,S24_1937,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,10216,Recent,S2,17,17,64834.32,18,93535.67905138338,1.0,0.03872441348619289,Bronze
10332,45,81.91,6,3685.95,2004-11-17,Shipped,4,11,2004,Vintage Cars,33,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,10110,Early,S2,18,18,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10344,20,35.18,6,703.6,2004-11-25,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,10122,Growth,S2,7,7,74936.14,25,44838.83786885246,1.0,0.0471408447640282,Bronze
10356,48,100.0,5,9720.0,2004-12-09,Shipped,4,12,2004,Vintage Cars,33,S24_1937,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Large,10134,Growth,S2,9,9,78570.34,20,45811.77971246006,1.0,0.042184142256092155,Bronze
10380,32,70.56,4,2257.92,2005-02-16,Shipped,1,2,2005,Vintage Cars,33,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10391,33,100.0,8,8344.71,2005-03-09,Shipped,1,3,2005,Vintage Cars,33,S24_1937,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Large,10148,Scale,S2,10,10,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10409,61,29.54,1,1801.94,2005-04-23,Shipped,2,4,2005,Vintage Cars,33,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,10217,Recent,S2,2,2,115498.73,36,94734.91337078653,0.14445278660885533,0.07072781358587162,Bronze
10420,45,26.88,1,1209.6,2005-05-29,In Process,2,5,2005,Vintage Cars,33,S24_1937,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,10139,Growth,S2,13,13,151570.98,46,80882.175,0.14445278660885533,0.08967658031400969,Bronze
10120,34,83.79,5,2848.86,2003-04-29,Shipped,2,4,2003,Motorcycles,76,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,10120,Growth,S2,15,15,200995.41,55,126270.78253012049,0.14445278660885533,0.11271325808083006,Bronze
10134,43,83.03,7,3570.29,2003-07-01,Shipped,3,7,2003,Motorcycles,76,S24_2000,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,10134,Growth,S2,7,7,78570.34,20,45811.77971246006,1.0,0.042184142256092155,Bronze
10158,22,67.03,1,1474.66,2003-10-10,Shipped,4,10,2003,Motorcycles,76,S24_2000,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,10103,Early,S2,1,1,116599.19,32,65778.52295208655,1.0,0.06520234066938801,Bronze
10180,28,68.55,14,1919.4,2003-11-11,Shipped,4,11,2003,Motorcycles,76,S24_2000,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,10180,Scale,S2,14,14,69052.41,20,244700.2878640777,1.0,0.047883188318364044,Bronze
10188,40,91.4,6,3656.0,2003-11-18,Shipped,4,11,2003,Motorcycles,76,S24_2000,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,10181,Scale,S2,8,8,111640.28,29,137201.01750841748,1.0,0.06343619416528738,Bronze
10210,30,61.7,4,1851.0,2004-01-12,Shipped,1,1,2004,Motorcycles,76,S24_2000,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,10210,Recent,S2,17,17,67605.07,20,265331.72634408606,0.09121179679999217,0.048373524517489136,Bronze
10223,38,69.31,6,2633.78,2004-02-20,Shipped,1,2,2004,Motorcycles,76,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,10120,Growth,S2,15,15,200995.41,55,126270.78253012049,0.14445278660885533,0.11271325808083006,Bronze
10275,30,79.98,6,2399.4,2004-07-23,Shipped,3,7,2004,Motorcycles,76,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,10275,Recent,S2,18,18,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10297,32,65.51,1,2096.32,2004-09-16,Shipped,3,9,2004,Motorcycles,76,S24_2000,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,10220,Recent,S2,7,7,57756.43,16,96702.27958715596,1.0,0.03498010163810477,Bronze
10340,55,79.98,8,4398.9,2004-11-24,Shipped,4,11,2004,Motorcycles,76,S24_2000,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,10118,Growth,S2,8,8,78411.86,23,49007.4125,1.0,0.04574939797050226,Bronze
10363,21,100.0,8,3595.62,2005-01-06,Shipped,1,1,2005,Motorcycles,76,S24_2000,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,10141,Growth,S2,15,15,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10375,23,100.0,9,2443.29,2005-02-03,Shipped,1,2,2005,Motorcycles,76,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,10275,Recent,S2,15,15,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10389,49,81.4,2,3988.6,2005-03-03,Shipped,1,3,2005,Motorcycles,76,S24_2000,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,10167,Scale,S2,8,8,134259.33,38,98402.92259036144,1.0,0.0773008431710182,Bronze
10402,59,87.6,3,5168.4,2005-04-07,Shipped,2,4,2005,Motorcycles,76,S24_2000,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,10211,Recent,S2,3,3,93170.66,27,75740.06881959911,1.0,0.054664607831659315,Bronze
10416,32,87.6,1,2803.2,2005-05-10,Shipped,2,5,2005,Motorcycles,76,S24_2000,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,10176,Scale,S2,14,14,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10105,43,100.0,9,6341.21,2003-02-11,Shipped,1,2,2003,Ships,122,S24_2011,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,10105,Early,S2,15,15,145041.6,36,66591.42641509433,1.0,0.07610272679186011,Bronze
10117,41,100.0,3,5189.78,2003-04-16,Shipped,2,4,2003,Ships,122,S24_2011,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S2,12,12,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10129,45,100.0,9,6027.75,2003-06-12,Shipped,2,6,2003,Ships,122,S24_2011,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,10129,Growth,S2,9,9,88804.5,26,59914.31146025878,1.0,0.05192961308909447,Bronze
10153,40,100.0,5,5456.4,2003-09-28,Shipped,3,9,2003,Ships,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10167,33,100.0,16,3812.16,2003-10-23,Cancelled,4,10,2003,Ships,122,S24_2011,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,10167,Scale,S2,16,16,134259.33,38,98402.92259036144,1.0,0.0773008431710182,Bronze
10177,50,100.0,7,6083.0,2003-11-07,Shipped,4,11,2003,Ships,122,S24_2011,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,10177,Scale,S2,11,11,49642.05,13,135219.0167910448,1.0,0.031234068851378527,Bronze
10197,41,100.0,13,4534.6,2003-11-26,Shipped,4,11,2003,Ships,122,S24_2011,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,10118,Growth,S2,14,14,78411.86,23,49007.4125,1.0,0.04574939797050226,Bronze
10208,35,100.0,7,4301.15,2004-01-02,Shipped,1,1,2004,Ships,122,S24_2011,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,10194,Scale,S2,15,15,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
10221,49,100.0,1,6804.63,2004-02-18,Shipped,1,2,2004,Ships,122,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,10221,Recent,S2,5,5,74972.52,25,58472.157692307694,1.0,0.04768250670201093,Bronze
10232,46,100.0,4,5652.94,2004-03-20,Shipped,1,3,2004,Ships,122,S24_2011,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,10232,Recent,S2,8,8,78240.84,26,125805.75594713655,1.0,0.052193137398217876,Bronze
10273,22,100.0,11,2784.76,2004-07-21,Shipped,3,7,2004,Ships,122,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,10221,Recent,S2,15,15,74972.52,25,58472.157692307694,1.0,0.04768250670201093,Bronze
10293,21,100.0,2,2941.89,2004-09-09,Shipped,3,9,2004,Ships,122,S24_2011,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,10280,Recent,S2,9,9,94117.26,26,1431366.6624999999,1.0,0.10678083828361203,Bronze
10306,29,100.0,7,3207.4,2004-10-14,Shipped,4,10,2004,Ships,122,S24_2011,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,10110,Early,S2,17,17,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10315,35,100.0,6,4215.05,2004-10-29,Shipped,4,10,2004,Ships,122,S24_2011,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,10275,Recent,S2,7,7,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10326,41,100.0,4,4333.29,2004-11-09,Shipped,4,11,2004,Ships,122,S24_2011,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,10112,Early,S2,6,6,75754.88,19,45552.76968698518,1.0,0.040398475567936076,Bronze
10350,34,50.33,7,1711.22,2004-12-02,Shipped,4,12,2004,Ships,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,17,17,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10372,37,100.0,8,3910.53,2005-01-26,Shipped,1,1,2005,Ships,122,S24_2011,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,10258,Recent,S2,9,9,120562.74,32,141042.94903846155,0.09121179679999217,0.06901754192631648,Bronze
10101,46,53.76,2,2472.96,2003-01-09,Shipped,1,1,2003,Vintage Cars,44,S24_2022,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,10101,Early,S2,4,4,85171.59,22,46608.14145427286,1.0,0.04597909459062931,Bronze
10110,39,44.35,2,1729.65,2003-03-18,Shipped,1,3,2003,Vintage Cars,44,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,10110,Early,S2,16,16,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10173,27,41.22,8,1112.94,2003-11-05,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,10106,Early,S2,16,16,137955.72,48,79297.38236220472,1.0,0.08894630469124336,Bronze
10193,20,50.62,9,1012.4,2003-11-21,Shipped,4,11,2003,Vintage Cars,44,S24_2022,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,10193,Scale,S2,16,16,64591.46,23,43984.856156716414,0.14445278660885533,0.042522973876149284,Bronze
10205,24,38.08,4,913.92,2003-12-03,Shipped,4,12,2003,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,5,5,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10214,49,47.94,2,2349.06,2004-01-26,Shipped,1,1,2004,Vintage Cars,44,S24_2022,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,10126,Growth,S2,7,7,120615.28,32,84016.36870229007,1.0,0.0667967122594898,Bronze
10227,24,48.38,5,1161.12,2004-03-02,Shipped,1,3,2004,Vintage Cars,44,S24_2022,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,10194,Scale,S2,15,15,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
